date;time;location;operator;flight_tag;aircraft_type;aircraft_reg;cn_ln;accident_type;fatalities;total_crew;dead_names
02/08/1993;14:15;Near Tehran, Iran;Iran Air Tours  /  Military - Iranian Air Force;None;Tupolev TU-154M / Sukhoi Su-24;EP-ITD;903;Unknown;133;133;[Jimena Antin,Iasha Patten,Eleazar Garwin,Ashby Dominik,Travelle Darn,Kaeley Torrin,Rad Lamar,Lakita Paolo,Ivory Percy,Melodi Dalton,Zorina Paolo,Anuj Casar,Damita Worth,Kenric Tades,Lezli Moises,Oskar Remus,Kellen Brandtr,Daid Ambrose,Lakendrick Rowen,Anjali Maurie,Hallie Leonerd,Madyson Bruis,Kaeleigh Damon,Wendolyn Jarad,Akeisha Goddart,Norma Rene,Shanterra Darrel,Beatrix Caz,Kimber Oberon,Walter Patton,Chauncey Jerald,Tamesha Godfree,Brant Adam,Eleanora Durand,Diedra Link,Raushanah Rolfe,Solina Bradly,Alonso Wayland,Shaleen Mata,Shakeena Seth,Jamekia Ethelred,Kalliopi Wit,Shamekia Carney,Craig Merwin,Lorne Amerigo,Jennier Ricard,Maxfield Dall,Kellyjo Hanan,Lancelot Adler,Norwood Aguste,Latrise Yorgo,Genisha Sandor,Ron Rosco,Kasha Horatius,Yulisa Rutter,Farrah Marc,Natheniel Town,Braedon Alexander,Alonia Peter,Carressa Sumner,Charday Shannan,Corby Gunter,Brigit Theobald,Carole Reggy,Shaylyn Denys,Constance Van,Ranjit Zelig,Pearl Garreth,Darlena Aguie,Chastidy Michael,Ivon Roosevelt,Teshia Lewiss,Ronika Towny,Zaira Tito,Rickie Feodor,Martel Winnie,Ladaris Dallas,Gildardo Ronald,Lorretta Dorian,Cally Yancey,Marley Grantley,Estefana Chas,Arlena Engelbert,Trista Carlos,Andreal Rouvin,Rabecca Myron,Mildred Rudolfo,Shanara Bern,Lakeidra Ellary,Doran Halsey,Kristin Dannie,Menachem Sloane,Chitara Vanya,Gibson Tracey,Jeneva Eldridge,Brook Wesley,Gaven Giuseppe,Na Edd,Ramses Olav,Terryl Brendis,Crispin Page,Korie Mathew,Tamia Ferd,Candido Heath,Keziah Hermann,Narada Pepe,Jermeka Neale,Emmily Brice,Ruthanne Armin,Macgregor Ransell,Jeffory Shepperd,Kashonda Anthony,Shadai Bertrando,Roshanda Lloyd,Jayna Town,Jonatha Xymenes,Shilpa Franky,Maryhelen Scot,Noele Claudian,Ramero Symon,Buck Abbe,Gerold Rod,Oneil Harry,Jesseka Alley,Reina Borden,Kenisha Derrick,Riann ErvIn,Canisha Gage,Linzie Rhett,Shawntee Diego,Rydell Izak,Rosita Cornell,Tiffney Jan]
02/10/1993;07:14;Near Daraim, Afghanistan;Military - Afghan Republican Air Force;None;Mil Mi-8;None;None;Unknown;30;30;[Bailey Harmon,Richel Jerri,Laguisha Graig,Katasha My,Dalene Shaughn,Mayela Robert,Froylan Errick,Errika Humberto,Ko Ado,Demarko Jasen,Shaney Aldric,Stephenson Barnie,Jimena Hamlen,Enio Worden,Tosh Clemmy,Keaundra Sancho,Keira Richardo,Leianna Chas,Flor Vick,Parris Base,Garin Haze,Alfonse Vinny,Machelle Dennet,Jomara Jerrie,Jessic Barth,Courtnei Gabriel,Damon Cleve,Ikea Marten,Edurdo Fraze,Tyeasha Onfre]
02/20/1993;06:16;Bogota, Colombia;Cargo Three Panama;None;Convair CV-440;HP-1200CTH;413;Unknown;2;2;[Vena Shawn,Maceo Abel]
02/28/1993;02:50;Off Green Island, Taiwan;Formosa Airlines;None;Dornier 228-201;B-12238;111;Unknown;6;6;[Luiscarlos Fulton,Vaughan Peirce,Shirah Tore,Marvell Welbie,Amelinda Alvis,Danniell Wang]
03/05/1993;11:12;Skopje, Macedonia;Palair Macedonian;301;Fokker 100;PH-KXL;11393;Other;83;97;[Ladreka Obidiah,Dushawn Mickey,Keeli Ron,Sharae Harland,Secret Jarrod,Katieann Karney,Kaytlyn Tobit,Devaughn Carl,Marysol Ettore,Rosangela Brannon,Hannibal Isak,Ledarius Bryce,Elon Rodge,Aundra Iorgos,Talar Worthy,Romon Rodge,Mariateresa Rowen,Liesl Garry,Nikkolas Norby,Jane Josiah,Porscha Jecho,Sinclair Gavin,Sarde Trenton,Teana Leonerd,Karilee Briant,Nekia Federico,Charlye Michale,Jamell Norby,Shavona Fred,Sho Hurleigh,Lajuan Ingrim,Leinani Jorge,Jontue Niki,Theodor Reidar,Jeremias Fredric,Segundo Fritz,Donnica Alberik,Zakiya Gideon,Cavan Ingmar,Veronica Hastie,Henery Fowler,Vincent Keen,Isaura Boyd,Caleigh Prentice,Shakoya Ogdan,Kateland Barrett,Genise Lonny,Shayla Rutter,Sok Cazzie,Tenille Galven,Liam Ambrosius,Celenia Pascal,Charita Von,Vito Wakefield,Eban Carter,Ricka Tulley,Mariaisabel Tynan,Lenay Barny,Naim Issiah,Temitope Pepe,Tej Neil,Rondalyn Erskine,Esi Dallis,Leslee Hayward,Maeghan Vanya,Oneida Paxton,Safa Kirk,Wenceslao Kincaid,Timeka Sigfrid,Doua Wendall,Joffrey Ximenes,Tristia Court,Hugo Steffen,Reann Alan,Kenita Raffarty,Tonya Willie,Khang Delmer,Demitrius Federico,Carlisle Murdock,Raheem Dimitri,Montae Christoffer,Tejay Griffin,Orelia Burlie]
03/23/1993;13:35;Near Tangara de Serra, Brazil;Oeste Linhas Aereas;None;Embraer EMB-110 Bandeirante;PP-SBJ;110-037;Other;6;6;[Reina Frederich,Allisen Vincent,Deniece Paco,Marchetta Levy,Imran Joey,Jamena Graehme]
03/31/1993;12:25;Anchorage, Alaska;Japan Air Lines;46E;Boeing B-747-466;N47EV;26348;Unknown;0;5;[]
04/01/1993;21:28;Blountville, Tennesee;Private;None;Fairchild SA227-TT;N500AK;TT-527;Other;4;4;[Shenelle Alexandros,Nico Antin,Shantell Damiano,Clark Trever]
04/02/1993;19:22;Off Margarita Island, Venezuela;Linea Aeropostal Venezolana;None;McDonnell Douglas DC-9-15;YV-03C;4700/83;Unknown;11;11;[Markeeta Jesse,Rudolf Kleon,Shola Devin,Verity Rikki,Lacie Alan,Heron Cam,Demar Saunderson,Ranessa Filip,Devonte Matthieu,Mariquita Lombard,Dallas Petey]
04/06/1993;01:10;950 nm S of  Shemya, Alaska;China Eastern Airlines;583;McDonnell Douglas MD-11;B-2171;48495/461;Unknown;2;264;[Gaines Marshall,Juline Heath]
04/19/1993;15:52;Zwingle, Iowa;Private;-;Mitsubishi MU-2B-60;N86SD;765SA;Other;8;8;[Dondrea Gale,Damali Dannel,Eleanora Arman,Cacia Nehemiah,Maurice Domenic,Pa Ad,Annastasia Cornall,Estera Maynord]
04/23/1993;09:56;Zavnah, Mongolia;MIAT - Mongolian Airlines;None;Antonov AN-26B;BHMAY-14102;14102;Unknown;32;40;[Shannelle Gearard,Orion Lyn,Tisha Emile,Martel Shawn,Betsaida Jess,Garin Maurise,Jacquana Gerard,Naquan Jack,Alnisa Davon,Lelsie Neils,Desirea Tod,Lissete Reynolds,Jaclynne Giles,Vaness Ritchie,Mavis Cyrillus,Jeniece Dieter,Yuliana Trueman,Nanette Cary,Aleena Edsel,Eberardo Raffaello,Markice Gordon,Darilyn Hewie,Bradd Donavon,Arleigh Clay,Cherish Sigismondo,Crystalynn Felike,Maressa Lion,Damarys Claybourne,Karlie Orren,Lameisha Ronald,Gibran Ian,Antonea Casper]
04/26/1993;13:00;Aurangabad, India;Indian Airlines;491;Boeing B-737-2A8;VT-ECQ;20961/375;Unknown;55;118;[Tarita Hyatt,Diara Walther,Kiarra Friedrick,Jakeb Carce,Shantrice Gherardo,Syreeta Roderich,Cady Eddie,Zoltan Bengt,Toribio Jeromy,Jesika Hernando,Jamahl Zachary,Ayeshia Orson,Deserie Jonathan,Danyell Clim,Louvenia Ware,Shayleen Glenden,Khaleel Renault,Cherokee Aylmar,Navin Lucian,Thimothy Seth,Christne Nester,Rosibel Quint,Dameka Krisha,Vernon Antin,Soua Rockie,Kelsie Rogers,Neelam Whitman,Angila Griz,Paraskevi Yale,Mattlock Bondie,Rena Uriah,Brand Chev,Stefano Quincy,Charlsey Bradly,Shakka Chrissie,Martell Ruby,Darriel Derick,Markida Benjy,Geffery Ibrahim,Stepheny Bo,Naureen Wait,Georgeanna Tom,Donya Horatius,Vick Crichton,Kentrel Stephen,Danna Gabi,Jenniferlee Winthrop,Derian Sherwynd,Iveliz Townsend,Malisha Art,Crystel Massimo,Casandra Yul,Dandre Whittaker,Takeria Rickie,Santosh Stanislaus]
04/27/1993;23:00;Off  Libreville, Gambia;Military - Zambian Air Force;None;De Havilland  Canada  DHC-5D Buffalo;AF-319;69;Unknown;30;30;[Chayne Benito,Atoya Alberto,Bobbye Harmon,Colby Guillaume,Takeysha Dimitri,Branndon Ogdan,Alexandros Whitby,Vipul Alexis,Raymar Artemis,Olufemi Justinian,Marinda Wayne,Torri Cirilo,Elisia Elvis,Matia Brooke,Natilee Kellby,Taz Remus,Eladio Duffy,Jerome Eugenio,Naila Bryan,Mieko Byron,Jasimine Conrad,Noemy Lorenzo,Kealy Gan,Breeze Isidor,Nieves Quill,Kerwin Morten,Tillie Orlan,Akeisha Wilmer,Daviel Victoir,Benton Cazzie]
04/27/1993;16:59;Near Kholm, Afghanistan;Military - Afghan Republican Air Force;None;Antonov AN-32;None;None;Malfunction;76;76;[Sharli Kristoforo,Jarrette Clerc,Nirvana Connie,Roneka Hector,Ladarryl Padgett,Canesha Sander,Shawnika Meade,Tami Ransom,Tiffany Ashton,Aline Albrecht,Cathern Cullin,Schyler Herculie,Alejandro Nowell,Moriah Gawen,Kodi Marty,Kee Mar,Angelito Ram,Thuan Aymer,Darcey Ewan,Keeley Max,Llewellyn Petey,Jeena Ximenez,Korey Fons,Charleigh Doyle,Selma Brit,Natalia Farleigh,Sai Justinian,Iraida Germayne,Ariadne Pascal,Vanessamarie Dewey,Jenalea Chadd,Tisha Evyn,Jeniece Dorian,Benjamen Marcel,Jorel Tremaine,Eboni Nevin,Laurenmarie Karoly,Robi Schuyler,Malisha Hallsy,Lawson Morie,Chrystel Jeremiah,Equan Taber,Devorah Grant,Kiyoko Ronny,Lakesha Scotti,Osmar Arley,Sable Tiebout,Farley Giffard,Evony Antons,Janos Kenton,Geoffery Tam,Doray Palmer,Charla Allard,Eason Nathanial,Shua Parry,Doniesha Ferdinand,Zonia Bogey,Jayden Mattheus,Derwin Grannie,Loraine Erie,Kal Stefan,Syed Alick,Hadiyah Poul,Loriann Gregorio,Yonah Butch,Lyna Orren,Damien Jamison,Philippa Amery,Roshell Gardner,Jerimy Fabien,Aarti Theo,Faithe Felizio,Nour Miller,Denitra Felipe,Maichael Eddy,Taraann Weston]
05/11/1993;01:21;Suva, Fiji;Fiji Air;None;Britten-Norman BN-2A-6 Islander;DQ-FEO;9;Other;2;2;[Chet Donavon,Aleem Clayborn]
05/15/1993;09:24;Near Cancun, Mexico;Carga del Caribe;None;Douglas DC-6BF;XA-SEA;43825/315;Unknown;3;5;[Infant Grange,Rosalynn Hort,Darrien Jozef]
05/19/1993;15:04;Near Medellin, Colombia;SAM Colombia;501;Boeing B-727-46;HK-2422X;18876/217;Unknown;132;132;[Hasina Arny,Domingue Sauncho,Chazz Mickey,Shoshanna Lucio,Kali Bealle,Eileen Tobin,Jenniferlynn Jeremiah,Roshawn Darrin,Evelyne Gabriel,Glenisha Raddie,Vianey Alden,Marvina Carny,Anup Flem,Patrisha Arnie,Delania Hadleigh,Melita Wolf,Kirra Christoforo,Orville Tab,Nga Dall,Tamitha Page,Ondrea Travis,Subrina Hewett,Ester Mortimer,Jaems Rosco,Katara Hamlen,Ashlynne Brose,Jerral Port,Ramos Aldric,Ashby Say,Gene Leonerd,Dewitt Garth,Dick Wyndham,Don Van,Laine Tailor,Journey Hube,Milana Hamlin,Shaneia Colver,Kalina Barnard,Romona Nikola,Amatullah Linn,Helene Taber,Krysta Cary,Shephanie Scottie,Santonio Godwin,Justice Levin,Dominie Dominick,Jeramy Way,Serrina Buck,Keiko Corrie,Jereme Klemens,Darl Sherlocke,Celes Conrade,Jameela Lorry,Conway Lane,Elijah Verney,Johnpeter Antonius,Nidia Rudy,Lolita Salim,Davita Karlik,Penelope Selby,Dinisha Brigham,Broderick Reggy,Pattie Georg,Anik Iorgo,Gini Spense,Celestino Elisha,Madyson Carly,Laray Werner,Maddison Maximo,Temisha Dario,Alexias Adham,Gerred Stu,Delana Caryl,Lavarr Ced,Ember Mikol,Laketta Ware,Teryl Nat,Osiel Murdock,Sharolyn Teodoro,Chavonne Elsworth,Alessandro Darrell,Keasha Dennie,Camarie Abba,Marquasha Gaylord,Ellice Brion,Shamia Wainwright,Lashunna Arvie,Fahd Bevon,Kylene Fairlie,Lacora Kennith,Hadiya Serge,Dimitris Gregorio,Torey Brandy,Chanie Flynn,Zarinah Arther,Shanina Dickie,Eduardo Shamus,Kiera Graham,Sergei Lindon,Rache Branden,Paolo Tabby,Dalisha Kort,Nandita Colan,Trenika Kendrick,Stevyn Stillmann,Sean Clerc,Craigory Con,Dalila Armando,Comfort Ignacius,Nikitta Fabian,Daesha Chad,Tolulope Abdel,Samnang Dario,Porshea Robert,Ani Alec,Vonzell Sean,Rae Abey,Letha Wesley,Kathlyn Xerxes,Hilarie Ingram,Juanisha Robers,Tichelle Orlan,Fern Ogdan,Ren Claybourne,Chantell Titos,Jawaun Robby,Barnabas Devlen,Tammie Hussein,Amberia Chancey,Shawniece Shane,Tyrel Georgie,Nallely Carver]
06/06/1993;04:51;El Yopal, Colombia;Aerotaca;None;De Havilland Canada DHC-6 Twin Otter 300;HK-2759X;771;Shot down;2;2;[Garren Manuel,Katilyn Alisander]
06/09/1993;16:55;Gulgubip, Papua New Guinea;Southwest Air;None;Britten-Norman  BN-2A-20 Trislander;P2-SWA;805;Unknown;9;11;[Trayon Ron,Jeannett Moss,Jenessa Caleb,Chimira Jimmy,Leonides Craggie,Niklas Mohandas,Giulio Robinson,Leahanna Wyatt,Franciso Gal]
06/16/1993;07:17;Nabire, Indonesia;Merpati Nasantara Airlines;None;De Havilland Canada DHC-6 Twin Otter 300;PK-NUL;391;Unknown;1;3;[Mohit Anatole]
06/17/1993;22:15;Near Tbilisi, Georgia;Tajikistan Airlines;None;Antonov AN-26;RA-26035;SU035;Unknown;41;41;[Keithen Alfonso,Lashawnta Kendrick,Keona Gery,Domonic Moss,Nicolet Germayne,Marylou Erich,Shaquina Florian,Breeanne Baudoin,Aerial Garey,Yair Joey,Aruna Dillie,Kiera Jarib,Lili Garik,Shreya Ingram,Kc Nico,Fitzgerald Edmund,Ulanda Lucho,Suong Francisco,Jeanita Guss,Alexie Nick,Slade Ingelbert,Latoyia Nikolaus,Peyton Finley,Andrus Correy,Sharelle Alister,Seaton Othello,Rikita Hamish,Halana Rinaldo,Joel Rockey,Haydee Conrado,Ildefonso Christoph,Georgios Eberhard,Treavor Dilly,Crissie Zebadiah,Janaye Addie,Jovon Huntington,Adrianne Hubey,Sable Eli,Cullen Griffin,Jenice Inglis,Eris Lauren]
07/01/1993;18:06;Sorong, Irian Jaya, Indonesia;Merpati Nusantara Airlines;MZ721;Fokker F-28 Fellowship 3000;PK-GFU;11131;Unknown;41;43;[Quanette Maximilianus,Leo Ambrosius,Talena Murdock,Lateasha Dimitri,Aida Burch,Dewaine Noby,Chadae Norbie,Kaiser Jameson,Ante Merrick,Larosa Rooney,Charlita Gib,Kamika George,Tashonna Gregorio,Thinh Cory,Nicholus Victor,Hally Jim,Tonnetta Zollie,Elisia Teodor,Neftaly Bron,Evita Archaimbaud,Tarry Urson,Darla Lane,Steward Pavel,Halee Burtie,Addie Stefan,Laurelin Clevey,Charnae Drud,Angelina Niels,Tonna Isac,Atia Wynn,Aldon Allard,Toussaint Gasparo,Javon Sheppard,Daneen Vaughn,Breah Teador,Amonda Enoch,Raelyn Charles,Hassan Demetris,Lyndale Karlan,Chitara Mendel,Gloria Billie]
07/06/1993;13:19;Near Ochamchire, Georgia;Military - Georgian Air Force;None;Mil Mi-8;None;None;Unknown;23;23;[Liseth Cordie,Edythe Ronnie,Chelle Hank,Alma Dalis,Mister Petr,Smauel Itch,Lopaka Antone,Pervis Gallagher,Marlow Garrott,Thang Aguie,Crosby Alfie,Dahlia Darbee,Nelida Payton,Lashawnna Johannes,Camillia Penrod,Krisandra Zollie,Samara Grantley,Oona Kelvin,Garon Elton,Tanjanika Asher,Damion Rudolph,Bryton Roland,Sherard Rad]
07/12/1993;14:55;Talladega, Alabama;Private;None;Helicopter, Hughes 369HS;N9116F;720396S;Other;1;2;[Katherin Bertie]
07/23/1993;15:40;Yinchuan, China;China Northwest Airlines;2119;British Aerospace 146-300;B-2716;E-3215;Other;55;113;[Esi Rudd,Viviana Rollie,Terresa Maddie,Kian Fitz,Blas Normie,Jennel Prinz,Elisah Burty,Dwana Darrin,Tieara Valentine,Rekeisha Darnall,Lateshia Mile,Kris Slade,Maricella Tobin,Kenja Edd,Lamark Grant,Kinda Graig,Debralee Rodge,Danee Gorden,Esmond Dav,Cathryn Joe,Elica Ethelred,Orenthal Marius,Dondrea Earle,Johndavid Hugibert,Gwyn Herman,Kenyona Pattin,Fabricio Thoma,Gilberto Arni,Daielle Berne,Maxwell Shaw,Keasha Ambrosio,Jaynie Carter,Miya Isidro,Kristianna Alvie,Dwana Dalli,Demon Abramo,Dal Cal,Baudelio Wallis,Timesha Cory,Tamatha Barnebas,Froilan Rey,Stephani Silvano,Lamorris Kearney,Ciara Pietrek,Joslyn Milt,Dennys Humfrey,Seaton Nye,Sable Broddie,Jorden Sebastiano,Amandeep Joe,Brandylee Nial,Kristianne Vernen,Stepheny Link,Christobal Reginauld,Korrie Eduino]
07/26/1993;15:48;Haenam, South Korea;Asiana Airlines;733;Boeing B-737-5L9;HL-7229;24805/1878;Unknown;68;110;[Nisreen Georas,Mirna Foster,Kayela Sebastien,Camacho Ganny,Berkeley Darn,Meggen Silvan,Darnesha Gualterio,Lauar Moritz,Adrianne Boigie,Shayn Thornie,Jonee Dilan,Gwynne Theodore,Carol Elnar,Stavros Ikey,Tarren Adolf,Twana Jerry,Laprecious Meryl,Daron Caesar,Trevon Correy,Rogerick Harmon,Saxon Jock,Leighanne Obadiah,Jarret Clarance,Asmar Ebeneser,Shannette Kort,Kurt Rolfe,Tiffiany Gabriello,Alexandrea Glenden,Justn Rockie,Kolleen Tadeo,Tirzah Abdul,Montrel Barnie,Eugenio Matthew,Tyan Ade,Zacheriah Franny,Vishnu Burg,Angila Donavon,Kyiesha Jae,Kelsy Brant,Dodie Augie,Mickle Fonzie,Hayes Harper,Viktoria Siffre,Sheniece Fielding,Koji Demott,Ginni Vail,Brittnee Salem,Shakemia Monroe,Johndavid Saunderson,Breanna Jack,Cerena Gerome,Mirissa Homerus,Chantry Earl,Raymone Jo,Christne Rriocard,Turner Godwin,Fabiola Johnathan,Anastazia Erie,Evette Austen,Melvin Adrian,Tor Thebault,Easter Saxon,Aretha Brad,Cherrelle Arnie,Corianne Brnaby,Marlie Sterne,Mehwish Chester,Jamisha Duane]
07/30/1993;11:44;Serawak, Malaysia;Hornbill Airways;None;Shorts SC-7 Skyvan 3-100;9M-AXM;SH-1967;Unknown;1;17;[Carola Kenn]
07/31/1993;13:00;Devghat, Nepal;Everest Air;None;Dornier Do-228-101;9N-ACL;7029;Unknown;19;19;[Jamaar Marchall,Darla Any,Aisa Codie,Atlee Haywood,Jowan Barty,Takiyah Filbert,David Barton,Nickisha Bruce,Dwon Cam,Sheana Wang,Breena Porter,Perlita Morse,Levina Webster,Colbi Chet,Jeresa Wain,Breeanne Duffy,Laddie Andros,Latresa Josias,Shaheed Lyman]
08/18/1993;16:56;Leeward Point Airfield, Guantanamo Bay, Cuba;American International Airways;808;McDonnell Douglas DC-8-61;N814CK;46127;Hijacked;0;3;[]
08/26/1993;00:43;Near Aldan, Russia;Sakha Airlines;301;Let 410UVP-E;RA-67656;902509;Other;24;24;[Sophat Stillman,Charlita Alisander,Sanford Sax,Chuck Port,Jamise Wade,Aubre Bennett,Ursula Heinrik,Blane Phillipe,Jamee Antons,Wyman Kelly,Lislie Niccolo,Jona Porter,Annie Foster,Tavarius Moise,Lavaughn Ezekiel,David Sherlock,Nakiea Stafford,Nithya Wilton,Zakaria Verge,Taylon Arel,Bunny Thaxter,Teaya Patrizius,Declan Will,Esperansa Grove]
08/28/1993;10:45;Khorag, Tajikistan;Tajikistan Airlines;None;Yakovlev YAK-40;CCCP-87995;9541944;Other;82;86;[Levis Taite,Naeemah Gustavo,Ansley Gustave,Donnelle Frazer,Cassadie Tobit,Davidmichael Benson,Kiarra Jodie,Eureka Reinwald,Takeisha Llewellyn,Faige Curcio,Bert Burnaby,Chinyere Simmonds,Deidre Mattias,Jeramie Ignaz,Raeleen Kurt,Placido Orren,Gianni Emelen,Tanjanika Avery,Chaundra Gabe,Krisheena Renault,Patricie Chris,Shawnese Glendon,Lyndse Rogers,Henderson Vincent,Dinelle Elnar,Danyel Corbet,Eleshia Kelby,Terese Field,Meng Lutero,Belle Brandon,Eliazar Merill,Shamaria Keven,Demond Jim,Tiernan Sanson,Danyeal Duff,Silverio Isac,Zebariah Thorn,Salvador Hymie,Sammantha Alaster,Teshara Kliment,Vien Augusto,Dyesha Justinian,Matteo Iorgo,Chole Faber,Ezzard Wylie,Bryan Mort,Benjmain Franchot,Kindsey Richmound,Mar Obadiah,Sahra Dewey,Jimmylee Flynn,Seanmichael Burty,Tressa Willie,Micholas Sayres,Debrah Eduardo,Sommer Ely,Hilario Herman,Claudine Elisha,Konica Rudolfo,Martiza Travers,Clintin Samuel,Dallon Meredeth,Shantaya Gabie,Gayland Dane,Lourdes Khalil,Ashlley Nicholas,Eloy Sandy,Baudelio Berke,Sandhya Gardner,Tomislav Archaimbaud,Lecole Rudolph,Denea Byrle,Latitia Klement,Rennie Wadsworth,Turan Neils,Jalonda Boonie,Kawanna Renaud,Tanequa Carver,Cleon Husain,Jennifer Averil,Demar Andros,Denia Peirce]
09/14/1993;16:43;Warsaw, Poland;Deutsche Lufthansa;LH2904;Airbus A320-211;D-AIPN;105;Unknown;2;70;[Sundae Wakefield,Tejas Benoit]
09/21/1993;16:25;Sukhumi, Georgia;Transair Georgia Airlines;None;Tupolev TU-134A;CCCP-65893;5340120;Unknown;27;27;[Jakara Lydon,Ryann Alexandr,Chuck Brook,Maile Leon,Feliza Tye,Aviva Tobin,Daivd Kermy,Margarete Fritz,Sallyann Benedikt,Tekeshia Vergil,Jabir Kerwinn,Mareesa Dougy,Gizelle Wang,Jermany Dewitt,Dylan Francisco,Shontai Kevin,Atiya Dom,Crystie Timothee,Barbara Kenny,Laci Shea,Jenniefer Gabby,Derwin Dickie,Dollie Stanton,Neelie Guglielmo,Levin Matt,Jostin Keefer,Floyd Herman]
09/22/1993;18:30;Sukhumi, Georgia;Transair Georgia Airlines;None;Tupolev TU-154B;CCCP-85163;76A163;Other;108;132;[Laporche Morton,Maurine Emanuele,Joany Vinson,Uri Rickie,Jasmen Giulio,Fionnuala Ephrayim,Keonda Zachary,Madonna Warner,Sharna Brock,Sione Skipton,Kenya Clemens,Alethea Brady,Darion Berty,Joshlyn Robinet,Bobak Eduino,Mikeala Sawyer,Shemicka Noam,Coy Bay,Honey Eldin,Demitrus Cleve,Ryen Sascha,Ambika Brenden,Lanette Tann,Julieanne Brandtr,Amelinda Todd,Lorretta Neil,Shirita Worthy,Gatlin Tedmund,Sherria Ludwig,Myah Iago,Antony Sasha,Qunicy Paddy,Leia Hugo,Rad Cull,Chelcie Thibaud,Talya Jorge,Edan Merell,Sheilla Dallas,Toshiba Domingo,Pearl Fairfax,Nidia Woodrow,Marcia Jarid,Cythina Lester,Telisa Harper,Stanley Sherman,Ladawna Forest,Heath Orton,Jenesa Morly,Tashara Mitchel,Ansel Bone,Brienne Kenton,Mindy Clayborn,Davell D'Arcy,Shontel Erich,Tyresha Reinhold,Margit Emmett,Wing Hazel,Leane Maximilian,Therron Enoch,Mayumi Pryce,Nyeshia Conrad,Nicklaus Griff,Kostantinos Consalve,Katurah Welch,Schneur Krishna,Elaine Bartel,Vi Micheal,Meagon Jackie,Lakeria Ingra,Shrena Gino,Esau Ashton,Krish Hector,Chelisa Nicky,Laurien Neddie,Bram Filberto,Marguis Keenan,Geraldine Chevy,Betsey Earlie,Kacee Raynor,Durrel Mort,Shaan Karney,Iona Fin,Demont Robert,Staphanie Bentley,Lenin Lucio,Brock Arie,Enio Fabe,Nikko Alric,Andriana Phillipe,Anny Bary,Marcia Hort,Gorge Marten,Selina Othello,Romell Mattheus,Alexas Klement,Samanth Nilson,Durelle Iain,Shabnam Arlin,Thadius Kevan,Bassam Edwin,Jacklin Brett,Tyerra Yulma,Kittie Towny,Chrystina Ignazio,Derel Conant,Shanelle Ringo,Soctt Quincy,Jenean Stephanus]
10/04/1993;05:41;Near Svanetia, Georgia;Military - Georgian Air Force;None;Mil Mi-8 (helicopter);None;None;Other;60;60;[Antonea Benedikt,Rula Nikolaos,Joenathan Tony,Samanatha Tomaso,Meldoy Chip,Lanea Lyle,Vivi Esteban,Lettie Pete,Reo Neale,Karoline Rollin,Chritina Vassily,Crystelle Gilburt,Jamilyn Jeramie,Fabricio Desmond,Cathlena Hieronymus,Frantz Bern,Viktor Deane,Fatin Wendell,Joas Padget,Pratima Cole,Kelin Humfrey,Annessa Dolph,Brenan Jayme,Mathis Chris,Dava Gery,Cayley Zack,Flynn Elbert,Yanessa Maddie,Pennie Abel,Jammal Randie,Ger Marcello,Rasaan Hercules,Marybeth Leicester,Natina Dagny,Zafirah Keefe,Shruti Nathanil,Marketta Derry,Bud Lanny,Barrie Field,Kiana Vic,Missi Alphard,Amita Ellsworth,Lakshmi Zacharias,Zipporah Vincents,Darbi Foster,Brittainy Rafaello,Rea Karim,Reannon Carlos,Carmella Eldredge,Anaya Crichton,Dariel Kirby,Ramzy Rance,Lynae Tore,Siearra Andrea,Antonina Dorie,Duong Cletus,Lianna Merell,Corianna Adolphus,Hendrick Moritz,Lacee Lindy]
10/25/1993;20:46;Franz Josef Glacier, New Zealand;Hibiscus Air;None;GAF Nomad N-22;ZK-NOM;4;Unknown;9;9;[Nena Nikita,Jenniffer Clayson,Angelique Moishe,Ellis Kerry,Tifani Hilario,Otilia Rustin,Semone Gav,Trenecia Nikos,Eduard Stewart]
10/26/1993;13:04;Fuzhou, China;China Eastern Airlines;5398;McDonnell Douglas MD-82;B-2103;49355;Hijacked;2;80;[Austina Samuele,Larice Kev]
10/27/1993;19:30;Near Namsos, Norway;Wideroe's Flyveselksap;None;De Havilland Canada DHC-6 Twin Otter 300;LN-BNM;408;Weather;7;20;[Gamaliel Christos,Alicha Reagan,Taree Franchot,Cristyn Linus,Ronee Tadeo,Qasim Kasper,Annia Den]
11/10/1993;18:05;Sandy Lake, Canada;Air Manitoba;205;Hawker Siddeley HS-748-234 Srs. 2A;C-GQTH;1617;Other;7;7;[Mishael Alva,Cornesha Blair,Deona Flemming,Arlando Gerry,Marco Nathan,Krystil Vite,Marciano Dalt]
11/13/1993;14:55;Urumqi, China;China Northern Airlines;6901;McDonnell Douglas MD-82;B-2141;49849/1772;Unknown;12;102;[Jazelle Darwin,Tyia Jakob,Aldric Zackariah,Angelina Heindrick,Kenn Gavin,Janita Jodie,Colt Edmund,Derin Burtie,Angelina Bear,Lindell Iorgos,Jessyka Tucker,Tinea Pebrook]
